"tweet_id";"permalink";"username";"to_person";"text";"tweet_created_dt";"retweets";"favorites";"mentions";"hashtags";"geo";"record_inserted_date";"state";"radius";"search_keyword"
"1267489163454156803";"https://twitter.com/sneakerjqueen/status/1267489163454156803";"sneakerjqueen";"";"#BlackLivesMatter ";"2020-06-01 16:12:20";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:35:31";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267489257830187019";"https://twitter.com/SydneyTeese/status/1267489257830187019";"SydneyTeese";"";"#georgeFloyd ";"2020-06-01 16:12:42";"0";"0";"";"#georgeFloyd";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267489302252060683";"https://twitter.com/TLOPrince/status/1267489302252060683";"TLOPrince";"";"We won’t be silent no more #BlackLivesMatter #2020Protests #juneteenth2020";"2020-06-01 16:12:53";"0";"1";"";"#BlackLivesMatter #BlackLivesMatter #2020Protests #juneteenth2020";"";"2020-07-30 11:57:26";"District of Columbia";"200mi";"BlackLivesMatter"
"1267489461094547456";"https://twitter.com/aldermo28/status/1267489461094547456";"aldermo28";"Nancy4PAHouse";"Proud to support this strong leader to be our next state rep. Not afraid to call out the murder of George Floyd at the hands of those paid to protect him. Also not afraid to call out PA House GOP leadership for endangering lives for partisanship. #LeadershipMatters #Nancy4PA152";"2020-06-01 16:13:30";"0";"1";"";"#LeadershipMatters #Nancy4PA152";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267489507886186496";"https://twitter.com/beingexemplaryX/status/1267489507886186496";"beingexemplaryX";"";"It should never be ""my country: right or wrong"" - it should be ""my country: fix what's wrong"" and right now that's a lot, I'm not a politician, I'm not an influncer, I'm a guy from a small town saying ""I see it and how can I help"" #BlackLivesMatter #saveblacklives";"2020-06-01 16:13:42";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #saveblacklives";"";"2020-07-30 11:57:26";"District of Columbia";"200mi";"BlackLivesMatter"
"1267489649498480641";"https://twitter.com/jordanforever66/status/1267489649498480641";"jordanforever66";"Love_Vixen";"I understand that but what’s at work right now has nothing to do with George Floyd may he rest in peace or police brutality. This has to do with other forces trying to destroy everything this country stands for.";"2020-06-01 16:14:15";"0";"0";"";"";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267489807795662850";"https://twitter.com/kbsquared1961/status/1267489807795662850";"kbsquared1961";"ZekeJMiller";"Our Wreck-it-Ralph @RalphNortham Governor of Va sure dictated total control when in the midst of #COVID19 pandemic, but now is letting rioters &amp; looters run wild in Richmond to “get out their emotions” as the now Democrat mantra goes. #GeorgeFloyd #AmericaStrong ";"2020-06-01 16:14:53";"0";"0";"@RalphNortham";"#COVID19 #GeorgeFloyd #AmericaStrong";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267489963958054912";"https://twitter.com/drewwest_press/status/1267489963958054912";"drewwest_press";"";"Scenes across America: White people encouraging black folks to use violence, setting up pallets of bricks, rocks. I question their motives. Are they trying to make things worse? Trying to get them killed? #GeorgeFloyd #GeorgeFloydProtests #BLM #BlackLivesMatter";"2020-06-01 16:15:30";"0";"1";"";"#GeorgeFloyd #GeorgeFloydProtests #BLM #BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267489975295258624";"https://twitter.com/morgan_mcmichen/status/1267489975295258624";"morgan_mcmichen";"";"#COVID19 #BlackLivesMatter ";"2020-06-01 16:15:33";"0";"0";"";"#COVID19 #BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:35:30";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267490004198199298";"https://twitter.com/f_winfield/status/1267490004198199298";"f_winfield";"";"@realDonaldTrump YOU NEED TO ACT AND NOT APPARENTLY HIDE IN A BUNKER THAT IS BEING REPORTED. YOU NEED TO FIGHT THESE THUGS DAMAGING THE LIVES OF THE INNOCENT. If this were about George Floyd it would have ended with his brother's call for peace. ACT TOUGH LIKE YOU SAY YOU ARE.";"2020-06-01 16:15:40";"0";"0";"@realDonaldTrump";"";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267490850860400641";"https://twitter.com/SamdarshSondh/status/1267490850860400641";"SamdarshSondh";"";"PSA “What happened to George Floyd is wrong, but...” = “I know George Floyd is innocent and was murdered for being black, but...” #Blacklivesmatter #GeorgeFloyd";"2020-06-01 16:19:02";"0";"0";"";"#Blacklivesmatter #Blacklivesmatter #GeorgeFloyd";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267491019987320834";"https://twitter.com/davis_j_villano/status/1267491019987320834";"davis_j_villano";"";"UPTOWN NYC FRIENDS: Join your community with @MartiGCummings to protest police brutality in our City tomorrow, June 2nd. Information below, DM me if you have questions! Take action, show your support, join us #BlackLivesMatter #GeorgeFloyd #protests2020";"2020-06-01 16:19:42";"0";"6";"@MartiGCummings";"#BlackLivesMatter #BlackLivesMatter #GeorgeFloyd #protests2020";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267491164736884741";"https://twitter.com/soraya613/status/1267491164736884741";"soraya613";"";"#TrumpIsALaughingStock #TrumpNotFitForOffice #FakePresident #BunkerBoy #bunkerbitch #TrumpIsARacist #trumpfakepresident #TrumpIsNoLeader #FakePresident #GeorgeFloyd ";"2020-06-01 16:20:17";"0";"0";"";"#TrumpIsALaughingStock #TrumpNotFitForOffice #FakePresident #BunkerBoy #bunkerbitch #TrumpIsARacist #trumpfakepresident #TrumpIsNoLeader #FakePresident #GeorgeFloyd";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267491223574642688";"https://twitter.com/redd_anthony/status/1267491223574642688";"redd_anthony";"stephenasmith";"George Floyd is the catalyst but this is bigger than him we need assurances going forward that this type of behavior oil change and not be tolerated";"2020-06-01 16:20:31";"0";"0";"";"";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267491331854778368";"https://twitter.com/CoachKelleher/status/1267491331854778368";"CoachKelleher";"ABC";"These are the leaders we need in America. Promote peace and solidarity! #BlackLivesMatter ";"2020-06-01 16:20:57";"0";"19";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267491653620846593";"https://twitter.com/ujustgotjuiced/status/1267491653620846593";"ujustgotjuiced";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #ujustgotjuiced @The White House https://www.instagram.com/p/CA5iEMmhJ9q/?igshid=wrvj7gytdff1";"2020-06-01 16:22:13";"0";"0";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #blacklivesmatter #breakin #looting #trump #ujustgotjuiced";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267491828015738882";"https://twitter.com/luchina27/status/1267491828015738882";"luchina27";"";"I love the uprise but let’s keep it a philly wasn’t protesting! y’all were straight stealing and to each there own but please don’t say y’all was doing it in the name of GEORGE FLOYD y’all wasn’t Foh! ( half of y’all don’t knw his name or story)";"2020-06-01 16:22:55";"0";"2";"";"";"";"2020-07-30 12:11:43";"District of Columbia";"200mi";"georgesfloyd"
"1267492030730690563";"https://twitter.com/ujustgotjuiced/status/1267492030730690563";"ujustgotjuiced";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #teargas #smoke @The White House https://www.instagram.com/p/CA5ibwCBhc3/?igshid=1tdr7z5m3me2i";"2020-06-01 16:23:43";"0";"0";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #blacklivesmatter #breakin #looting #trump #teargas #smoke";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267492218459377666";"https://twitter.com/ujustgotjuiced/status/1267492218459377666";"ujustgotjuiced";"";"Shot in the face #june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #teargas #smoke @The White… https://www.instagram.com/p/CA5ihFSBOBB/?igshid=1emsxqw7uj2j7";"2020-06-01 16:24:28";"0";"0";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #blacklivesmatter #breakin #looting #trump #teargas #smoke";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267492239988662272";"https://twitter.com/buckeye_bond_83/status/1267492239988662272";"buckeye_bond_83";"";"#BlackLivesMatter #NorfolkProtest";"2020-06-01 16:24:33";"0";"3";"";"#BlackLivesMatter #BlackLivesMatter #NorfolkProtest";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267492824838287361";"https://twitter.com/_iSRK/status/1267492824838287361";"_iSRK";"";"For White House, all it took was a black man to keep it white & a white man to turn it black. #GeorgeFloyd #BlackLivesMatter #anonymus";"2020-06-01 16:26:52";"0";"3";"";"#GeorgeFloyd #BlackLivesMatter #BlackLivesMatter #anonymus";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267492871168577536";"https://twitter.com/NpcVoices/status/1267492871168577536";"NpcVoices";"";"Do not run, if you run they might follow” .. going to bed to gunshots, helicopters, and sirens. Like he says in the video, until we can understand that Black Lives Matter, we cannot understand that All Lives Matter, it’s not at all a middle finger to life in general it is";"2020-06-01 16:27:04";"0";"0";"";"";"";"2020-07-29 09:35:30";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267492945491562496";"https://twitter.com/NJREOking/status/1267492945491562496";"NJREOking";"sarasidnerCNN";"All of this was over $20! A counterfeit $20 bill! @sarasidnerCNN @CNN #GeorgeFloyd #MurderedByPolice #injustice #protests2020 #mondaythoughts";"2020-06-01 16:27:21";"0";"0";"@sarasidnerCNN @CNN";"#GeorgeFloyd #MurderedByPolice #injustice #protests2020 #mondaythoughts";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267492968715505665";"https://twitter.com/KelliOutlaw/status/1267492968715505665";"KelliOutlaw";"";"@wattsStix So much respect for everything you do for our community fam. #BlackLivesMatter #EVERYBODYRISE.";"2020-06-01 16:27:27";"0";"0";"@wattsStix";"#BlackLivesMatter #BlackLivesMatter #EVERYBODYRISE";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267493029419659264";"https://twitter.com/ujustgotjuiced/status/1267493029419659264";"ujustgotjuiced";"";"#flagburning #june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #teargas #smoke @The White House https://www.instagram.com/p/CA5i5lhh3pU/?igshid=164hkcphujako";"2020-06-01 16:27:41";"0";"0";"";"#flagburning #june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #blacklivesmatter #breakin #looting #trump #teargas #smoke";"";"2020-07-29 09:39:50";"Washington, D.C";"100mi";"georgesfloyd"
"1267493444617818112";"https://twitter.com/ujustgotjuiced/status/1267493444617818112";"ujustgotjuiced";"";"Two missing kids #missingkids #june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #teargas #smoke @… https://www.instagram.com/p/CA5jFmEhHNk/?igshid=l9n7vg1wmmmt";"2020-06-01 16:29:20";"0";"0";"";"#missingkids #june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #blacklivesmatter #breakin #looting #trump #teargas #smoke";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267493495985582081";"https://twitter.com/ScottJ_Moses/status/1267493495985582081";"ScottJ_Moses";"";"No justice. No peace. #BlackLivesMatter";"2020-06-01 16:29:32";"0";"3";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267493529233825794";"https://twitter.com/LordofEnvyTTV/status/1267493529233825794";"LordofEnvyTTV";"";"@WatchMixer all earnings this month from stream will be going to @TrevorProject and to #BlackLivesMatter movement 50 50. #charitymonth engage. We will be going live, Loud and proud around 530pm est http://mixer.com/lordofenvy . Know the crazy house stands with you";"2020-06-01 16:29:40";"0";"1";"@WatchMixer @TrevorProject";"#BlackLivesMatter #BlackLivesMatter #charitymonth";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267493995007086594";"https://twitter.com/Nne_babes/status/1267493995007086594";"Nne_babes";"";"After Trump has stroked the flames of racism & has still not spoken out against the killing of George Floyd. Do not tell me voting in Nov. is still picking the better of the two evils. The only evil is Donald Trump.";"2020-06-01 16:31:31";"0";"1";"";"";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267494201190576128";"https://twitter.com/BVCalloway/status/1267494201190576128";"BVCalloway";"";"F*€k !2 #baltimore #maryland #blacklivesmatter #georgefloyd @Baltimore, Maryland https://www.instagram.com/p/CA5jfXpp01L/?igshid=18l6khosg5eoy";"2020-06-01 16:32:21";"0";"0";"";"#baltimore #maryland #blacklivesmatter #blacklivesmatter #georgefloyd";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267494269994098688";"https://twitter.com/parkerloesch/status/1267494269994098688";"parkerloesch";"";"People of color are in pain and action needs to happen. #BlackLivesMatter";"2020-06-01 16:32:37";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267494311152824324";"https://twitter.com/Aryan14Ryan/status/1267494311152824324";"Aryan14Ryan";"";"Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests https://www.yahoo.com/gma/former-president-barack-obama-puts-guidelines-amid-george-144700132--abc-news-topstories.html?soc_src=community&amp;soc_trk=tw via @Yahoo. @realDonaldTrump THIS IS WHAT A REAL PRESIDENT IS. LETS GET THE CLOWN OUT OF THE WHITE HOUSE! #Biden2020";"2020-06-01 16:32:47";"0";"0";"@Yahoo @realDonaldTrump";"#Biden2020";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267494318278934532";"https://twitter.com/shelinawarren/status/1267494318278934532";"shelinawarren";"";"#GeorgeFloyd";"2020-06-01 16:32:49";"0";"0";"";"#GeorgeFloyd";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267494341171449857";"https://twitter.com/Charlesjmays/status/1267494341171449857";"Charlesjmays";"";"#PrideMonth #BlackLivesMatter #protests2020 #JusticeForGeorgeFloyd";"2020-06-01 16:32:54";"0";"1";"";"#PrideMonth #BlackLivesMatter #BlackLivesMatter #protests2020 #JusticeForGeorgeFloyd";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267494367415226370";"https://twitter.com/SUnearthed/status/1267494367415226370";"SUnearthed";"LilDR26";"Hollywood didn't kill George Floyd. Either did antifa. Stop trying to deflect blame. Trump IS Hollywood.";"2020-06-01 16:33:00";"0";"4";"";"";"";"2020-07-29 17:22:29";"Washington, D.C";"200mi";"georgesfloyd"
"1267494652179025922";"https://twitter.com/DrAlexisMoreno/status/1267494652179025922";"DrAlexisMoreno";"";"I’m not going to sit here and judge how people are grieving the loss of so many lives to police brutality. #blm #GeorgeFloyd";"2020-06-01 16:34:08";"0";"1";"";"#blm #GeorgeFloyd";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267494712950300672";"https://twitter.com/DMV_CALI_LBGkid/status/1267494712950300672";"DMV_CALI_LBGkid";"";"November 2020 is gonna one of the biggest Months in US History!!!!! Make a Difference.....Be apart of the solution and not the Problem. #BlackLivesMatter ";"2020-06-01 16:34:23";"0";"4";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267494811457785856";"https://twitter.com/dontjoshme7/status/1267494811457785856";"dontjoshme7";"";"#Protests2020 #BlackLivesMatter #WakeUpAmerica #lovewins ";"2020-06-01 16:34:46";"0";"1";"";"#Protests2020 #BlackLivesMatter #BlackLivesMatter #WakeUpAmerica #lovewins";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267494813722648578";"https://twitter.com/SpectrumAdventr/status/1267494813722648578";"SpectrumAdventr";"";"#nocaptionneeded #BlackLivesMatter #Anonymous #autism #ice #hispanics #SocialDistanacing #QuarantineLife";"2020-06-01 16:34:47";"0";"1";"";"#nocaptionneeded #BlackLivesMatter #BlackLivesMatter #Anonymous #autism #ice #hispanics #SocialDistanacing #QuarantineLife";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267494860971532290";"https://twitter.com/PaulaHyden1/status/1267494860971532290";"PaulaHyden1";"BarackObama";"Leadership. #BlackLivesMatter #PoliceReformNow";"2020-06-01 16:34:58";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #PoliceReformNow";"";"2020-07-29 09:35:30";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267495505791266822";"https://twitter.com/dubchanter/status/1267495505791266822";"dubchanter";"brfootball";"#YNWA #GeorgeFloyd ";"2020-06-01 16:37:32";"0";"0";"";"#YNWA #GeorgeFloyd";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267495624418701313";"https://twitter.com/shebodies53/status/1267495624418701313";"shebodies53";"";"https://thegailygrind.com/2020/05/31/black-protesters-confront-white-women-graffitiing-black-lives-matter-they-are-gonna-blame-that-on-us/ Dear Trump don't blame #BlackLivesMatter or black people for all things that are happening #hiddenagenda";"2020-06-01 16:38:00";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #hiddenagenda";"";"2020-07-30 11:57:25";"District of Columbia";"200mi";"BlackLivesMatter"
"1267495644157050880";"https://twitter.com/atseanwhorton/status/1267495644157050880";"atseanwhorton";"";"george floyd. #blm";"2020-06-01 16:38:05";"0";"6";"";"#blm";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267495953415757830";"https://twitter.com/ddcarter___/status/1267495953415757830";"ddcarter___";"bribrielle_";"This is the type of leaders you want in your community #BlackLivesMatter ";"2020-06-01 16:39:18";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:24";"District of Columbia";"200mi";"BlackLivesMatter"
"1267495965050748929";"https://twitter.com/mikeryan20/status/1267495965050748929";"mikeryan20";"dbongino";"Please people... What happened to George Floyd was a crime, and I hope that cop gets the max. But if you even hint that THIS is an acceptable or even understandable response, you've lost my respect. This is not protesting. This is criminal and inhuman. #WeAreBetterThanThis";"2020-06-01 16:39:21";"0";"2";"";"#WeAreBetterThanThis";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267496074463318017";"https://twitter.com/GerverMike/status/1267496074463318017";"GerverMike";"";"#BlackLivesMatter ";"2020-06-01 16:39:47";"0";"1";"";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:24";"District of Columbia";"200mi";"BlackLivesMatter"
"1267496102653296643";"https://twitter.com/ujustgotjuiced/status/1267496102653296643";"ujustgotjuiced";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #teargas #smoke #icantbreathe @The White House https://www.instagram.com/p/CA5kVl5hUdb/?igshid=11zylk9dx7jwr";"2020-06-01 16:39:54";"0";"0";"";"#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #blacklivesmatter #breakin #looting #trump #teargas #smoke #icantbreathe";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267496295561859072";"https://twitter.com/allenthemusic/status/1267496295561859072";"allenthemusic";"";"No justice, no peace. #EndPoliceBrutality #BlackLivesMatter ";"2020-06-01 16:40:40";"0";"0";"";"#EndPoliceBrutality #BlackLivesMatter #BlackLivesMatter";"";"2020-07-30 11:57:24";"District of Columbia";"200mi";"BlackLivesMatter"
"1267496357830500357";"https://twitter.com/graceejensenn/status/1267496357830500357";"graceejensenn";"";"don’t know why is so hard for people to understand that these HUMANS just want basic human rights and decency. #blacklivesmatter #BLM";"2020-06-01 16:40:55";"0";"2";"";"#blacklivesmatter #blacklivesmatter #BLM";"";"2020-07-29 09:35:30";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267496393305964546";"https://twitter.com/CorneliaABaciu/status/1267496393305964546";"CorneliaABaciu";"jteurope";"Horrible indeed! Destruction and looting intensified after the curfew went into effect. This is not about George Floyd anymore. As a resident in DC downtown, I can say it felt unsafe. In my area, things only seemed to have got under control after armoured vehicles deployed";"2020-06-01 16:41:03";"0";"1";"";"";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267496406207680512";"https://twitter.com/SHEWinsNJ/status/1267496406207680512";"SHEWinsNJ";"nypost";"Seattle police macing a 9 year old girl during #GeorgeFloyd protest! #Seattle #SeattlePD ";"2020-06-01 16:41:06";"0";"1";"";"#GeorgeFloyd #Seattle #SeattlePD";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267496790884061190";"https://twitter.com/HopeLHollenbeck/status/1267496790884061190";"HopeLHollenbeck";"";"Smashed glass at the 11th & I CVS #protests2020 #DCProtests #GeorgeFloyd – at CVS Pharmacy";"2020-06-01 16:42:38";"0";"2";"";"#protests2020 #DCProtests #GeorgeFloyd";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267496880595963905";"https://twitter.com/jordanforever66/status/1267496880595963905";"jordanforever66";"";"Antifa is a terrorist group. They’re not doing this for George Floyd or for your or this country’s best interest.";"2020-06-01 16:42:59";"0";"2";"";"";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267497002310524937";"https://twitter.com/TerranceKywan/status/1267497002310524937";"TerranceKywan";"Bomarstatus1";"Somebody drop the addy #protests2020 #GeorgeFloyd ";"2020-06-01 16:43:28";"0";"0";"";"#protests2020 #GeorgeFloyd";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267497224956755970";"https://twitter.com/superzusgw/status/1267497224956755970";"superzusgw";"";"The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests – at CVS pharmacy";"2020-06-01 16:44:22";"0";"0";"";"#looting #Georgetown #protests2020 #BlackLivesMatter #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267497382398353408";"https://twitter.com/Dabbed0utt/status/1267497382398353408";"Dabbed0utt";"oxo_papi";"I’ll see you tonight!!! #GeorgeFloyd #NoJusticeNoPeace";"2020-06-01 16:44:59";"0";"1";"";"#GeorgeFloyd #NoJusticeNoPeace";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267497591614431232";"https://twitter.com/Breenie315/status/1267497591614431232";"Breenie315";"Beingher1";"#BlackLivesMatter #BlackDeafLivesMatter";"2020-06-01 16:45:49";"0";"0";"";"#BlackLivesMatter #BlackLivesMatter #BlackDeafLivesMatter";"";"2020-07-30 11:57:24";"District of Columbia";"200mi";"BlackLivesMatter"
"1267497597331177476";"https://twitter.com/Minne_miraaa/status/1267497597331177476";"Minne_miraaa";"AarikaSamone";"No I didn’t record it I was watching live. If @ZachandMattShow truly cared about #BlackLivesMatter like they claim they do they’d release the clip along with an apology. But we all know they won’t bc that would be a submission of guilt ";"2020-06-01 16:45:50";"0";"1";"@ZachandMattShow";"#BlackLivesMatter #BlackLivesMatter";"";"2020-07-29 09:35:30";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267497673323614218";"https://twitter.com/NationalistLou/status/1267497673323614218";"NationalistLou";"1lucyhannah";"This is a disgrace and if I were the family of George Floyd I would be very angry over that because they could care less about the death of George ";"2020-06-01 16:46:08";"0";"0";"";"";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267497853192155138";"https://twitter.com/superzusgw/status/1267497853192155138";"superzusgw";"";"The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"2020-06-01 16:46:51";"0";"0";"";"#looting #Georgetown #protests2020 #BlackLivesMatter #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267498138958471168";"https://twitter.com/superzusgw/status/1267498138958471168";"superzusgw";"";"The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"2020-06-01 16:47:59";"0";"1";"";"#looting #Georgetown #protests2020 #BlackLivesMatter #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
"1267498691704827904";"https://twitter.com/MyNuEnVision/status/1267498691704827904";"MyNuEnVision";"";"In #williamsburgvirginia, I witnessed a #peacefulprotest that took place in front of the WJCC Courthouse. A diverse crowd showed up in huge numbers to express their outrage about the killing of #georgefloyd. As an… https://www.instagram.com/p/CA5lhvZBp_C/?igshid=sszryo2tbyp";"2020-06-01 16:50:11";"0";"0";"";"#williamsburgvirginia #peacefulprotest #georgefloyd";"";"2020-07-30 12:11:42";"District of Columbia";"200mi";"georgesfloyd"
"1267498744091721729";"https://twitter.com/reevesjw/status/1267498744091721729";"reevesjw";"";"The Robert E. Lee statue in Richmond has been covered with graffiti, including the phrases “No More White Supremacy,” “Blood On Your Hands” and “Black Lives Matter.” ";"2020-06-01 16:50:24";"0";"3";"";"";"";"2020-07-29 09:35:30";"Washington, D.C";"100mi";"BlackLivesMatter"
"1267498784008921088";"https://twitter.com/superzusgw/status/1267498784008921088";"superzusgw";"";"The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"2020-06-01 16:50:33";"0";"1";"";"#looting #Georgetown #protests2020 #BlackLivesMatter #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests";"";"2020-07-29 09:39:49";"Washington, D.C";"100mi";"georgesfloyd"
