text,tweet_text,lemma_tweet_text
"Looters in Atlanta have now broken into one of the most expensive malls in all of America. Make no mistake, this has absolutely nothing to do with George Floyd’s death or justice. ","['looters', 'in', 'atlanta', 'have', 'now', 'broken', 'into', 'one', 'of', 'the', 'most', 'expensive', 'malls', 'in', 'all', 'of', 'america', 'make', 'no', 'mistake', 'this', 'has', 'absolutely', 'nothing', 'to', 'do', 'with', 'george', 'floyd', 'is', 'death', 'or', 'justice']","['looter', 'in', 'atlanta', 'have', 'now', 'break', 'into', 'one', 'of', ""the'"", 'most', 'expensive', 'mall', 'in', 'all', 'of', 'america', 'make', ""no'"", 'mistake', 'this', 'have', 'absolutely', 'nothing', ""to'"", ""do'"", 'with', 'george', 'floyd', 'be', 'death', 'or', 'justice']"
This country is so racist it took filming George Floyd being murdered before FedEx and Nike realized maybe it’s not a good idea to be associated with the term “Redskins.”,"['this', 'country', 'is', 'so', 'racist', 'it', 'took', 'filming', 'george', 'floyd', 'being', 'murdered', 'before', 'fedex', 'and', 'nike', 'realized', 'maybe', 'it', 'is', 'not', 'a', 'good', 'idea', 'to', 'be', 'associated', 'with', 'the', 'term', 'redskins']","['this', 'country', 'be', ""so'"", 'racist', 'it', 'take', 'filming', 'george', 'floyd', 'be', 'murder', 'before', 'fedex', 'and', 'nike', 'realize', 'maybe', 'it', 'be', 'not', 'a', 'good', 'idea', ""to'"", ""be'"", 'associate', 'with', ""the'"", 'term', 'redskin']"
Black lives matter isn’t a trend it’s a movement. Don’t be silent.,"['black', 'lives', 'matter', 'is', 'not', 'a', 'trend', 'it', 'is', 'a', 'movement', 'do', ""n't"", 'be', 'silent']","['black', 'life', 'matter', 'be', 'not', ""a'"", 'trend', 'it', 'be', ""a'"", 'movement', ""do'"", 'not', ""be'"", 'silent']"
Looters are literally pulling up in nice cars and cleaning out stores in #Soho. What #Curfew? #RIOT #LootingIsNotProtesting #GeorgeFloyd #NYCPROTEST #NYCRiots #NYPD @NBCNewYork – at Mackage,"['looters', 'are', 'literally', 'pulling', 'up', 'in', 'nice', 'cars', 'and', 'cleaning', 'out', 'stores', 'in', 'soho', 'what', 'curfew', 'riot', 'looting', 'is', 'not', 'protesting', 'george', 'floyd', 'nycprotest', 'nycriots', 'nypd', '@nbcnewyork', 'at', 'mackage']","['looter', 'be', 'literally', 'pull', 'up', 'in', 'nice', 'car', 'and', 'cleaning', 'out', 'store', 'in', 'soho', 'what', 'curfew', 'riot', 'looting', 'be', 'not', 'protest', 'george', 'floyd', 'nycprotest', 'nycriot', 'nypd', '@nbcnewyork', 'at', 'mackage']"
Nickelodeon going off the air for 8 minutes is a sign that even a kids network is fucking done with this #GeorgeFloyd #JusticeForGeorgeFloyd #ICantBreathe,"['nickelodeon', 'going', 'off', 'the', 'air', 'for', '8', 'minutes', 'is', 'a', 'sign', 'that', 'even', 'a', 'kids', 'network', 'is', 'fucking', 'done', 'with', 'this', 'george', 'floyd', 'justice', 'for', 'georgefloyd', 'icantbreathe']","['nickelodeon', 'go', 'off', ""the'"", 'air', 'for', '8', 'minute', 'be', 'a', 'sign', 'that', 'even', ""a'"", 'kid', 'network', 'be', 'fuck', 'do', 'with', 'this', 'george', 'floyd', 'justice', 'for', 'georgefloyd', 'icantbreathe']"
Holy shit. This coming from the woman who refused to hold a *single* officer accountable during her tenure as DA...including the officer that went on to murder George Floyd. ,"['holy', 'shit', 'this', 'coming', 'from', 'the', 'woman', 'who', 'refused', 'to', 'hold', 'a', 'single', 'officer', 'accountable', 'during', 'her', 'tenure', 'as', 'da', 'including', 'the', 'officer', 'that', 'went', 'on', 'to', 'murder', 'george', 'floyd']","['holy', 'shit', 'this', 'come', 'from', ""the'"", 'woman', ""who'"", 'refuse', ""to'"", 'hold', ""a'"", 'single', 'officer', 'accountable', 'during', 'she', 'tenure', 'as', ""da'"", 'include', ""the'"", 'officer', 'that', 'go', 'on', ""to'"", 'murder', 'george', 'floyd']"
Brian Flores shared with me what was on his heart after killing of George Floyd: “Many people who broadcast their opinion on kneeling or the hiring of minorities don’t seem to have an opinion on the recent murders of these young black men &amp; women.” Story: ,"['brian', 'flores', 'shared', 'with', 'me', 'what', 'was', 'on', 'his', 'heart', 'after', 'killing', 'of', 'george', 'floyd', 'many', 'people', 'who', 'broadcast', 'their', 'opinion', 'on', 'kneeling', 'or', 'the', 'hiring', 'of', 'minorities', 'do', 'not', 'seem', 'to', 'have', 'an', 'opinion', 'on', 'the', 'recent', 'murders', 'of', 'these', 'young', 'black', 'men', 'women', 'story']","['brian', 'flore', 'share', 'with', 'i', 'what', 'be', 'on', 'he', 'heart', 'after', 'killing', 'of', 'george', 'floyd', 'many', 'people', ""who'"", 'broadcast', 'they', 'opinion', 'on', 'kneeling', 'or', ""the'"", 'hire', 'of', 'minority', ""do'"", 'not', 'seem', ""to'"", 'have', 'a', ""'opinion"", 'of', 'and', ""the'"", 'recent', 'murder', 'of', 'these', 'young', 'black', 'man', 'woman', 'story']"
"KPOP CAN FUCKING WAIT, SAY THEIR NAMES #BlackLivesMatters ","['kpop', 'can', 'fucking', 'wait', 'say', 'their', 'names', 'blacklivesmatters']","['kpop', 'can', 'fuck', 'wait', 'say', 'they', 'name', 'blacklivesmatters']"
"“History repeats itself, but in such a cunning disguise that we never detect the resemblance until the damage is done.” #Minneapolisprotests #MinneapolisRiot #BlackLivesMatter Chicago: 1968 ","['history', 'repeats', 'itself', 'but', 'in', 'such', 'a', 'cunning', 'disguise', 'that', 'we', 'never', 'detect', 'the', 'resemblance', 'until', 'the', 'damage', 'is', 'done', 'minneapolisprotests', 'minneapolis', 'riot', 'blacklives', 'matter', 'chicago', '1968']","['history', 'repeat', 'itself', 'but', 'in', 'such', 'a', 'cunning', 'disguise', 'that', ""we'"", 'never', 'detect', ""the'"", 'resemblance', 'until', ""the'"", 'damage', 'be', 'do', 'minneapolisprotests', 'minneapolis', 'riot', 'blacklive', 'matter', 'chicago', '1968']"
Man right here in the gray sweatshirt lead a peaceful protest here tonight in Baltimore and now got himself and the people of the CITY a meeting with the police commissioner tomorrow at 12pm. Hats off to this gentleman right here. #Baltimore #GeorgeFloyd ,"['man', 'right', 'here', 'in', 'the', 'gray', 'sweatshirt', 'lead', 'a', 'peaceful', 'protest', 'here', 'tonight', 'in', 'baltimore', 'and', 'now', 'got', 'himself', 'and', 'the', 'people', 'of', 'the', 'city', 'a', 'meeting', 'with', 'the', 'police', 'commissioner', 'tomorrow', 'at', '12', 'pm', 'hats', 'off', 'to', 'this', 'gentleman', 'right', 'here', 'baltimore', 'georgefloyd']","[""'man"", 'right', 'here', 'in', ""the'"", 'gray', 'sweatshirt', 'lead', ""a'"", 'peaceful', 'protest', 'here', 'tonight', 'in', 'baltimore', 'and', 'now', 'get', 'himself', 'and', ""the'"", 'people', 'of', ""the'"", 'city', ""a'"", 'meeting', 'with', ""the'"", 'police', 'commissioner', 'tomorrow', 'at', '12', ""'"", 'pm', 'hat', 'off', ""to'"", 'this', 'gentleman', 'right', 'here', 'baltimore', 'georgefloyd']"
Seattle police fence in peaceful protestors with bicycles so they have nowhere to go when police begin attacking from other side. #seattleprotests #BlackLivesMatter #BlackLivesMattters #protests2020,"['seattle', 'police', 'fence', 'in', 'peaceful', 'protestors', 'with', 'bicycles', 'so', 'they', 'have', 'nowhere', 'to', 'go', 'when', 'police', 'begin', 'attacking', 'from', 'other', 'side', 'seattleprotests', 'blacklives', 'matter', 'blacklives', 'mattters', 'protests2020']","[""'seattle"", 'police', 'fence', 'in', 'peaceful', 'protestor', 'with', 'bicycle', ""so'"", 'they', 'have', 'nowhere', ""to'"", 'go', 'when', 'police', 'begin', 'attack', 'from', ""'other"", 'side', 'seattleprotest', 'blacklive', 'matter', 'blacklive', 'mattter', 'protests2020']"
Massive demonstration in Downtown Houston calling for justice for George Floyd. The largest demonstration of its kind I’ve seen here. Demonstrators marching outside city hall. Floyd is from Houston. http://abc13.com/6219703/ #abc13 – at Houston City Hall,"['massive', 'demonstration', 'in', 'downtown', 'houston', 'calling', 'for', 'justice', 'for', 'george', 'floyd', 'the', 'largest', 'demonstration', 'of', 'its', 'kind', 'i', 'have', 'seen', 'here', 'demonstrators', 'marching', 'outside', 'city', 'hall', 'floyd', 'is', 'from', 'houston', 'abc13', 'at', 'houston', 'city', 'hall']","[""'massive"", 'demonstration', 'in', 'downtown', 'houston', 'call', 'for', 'justice', 'for', 'george', 'floyd', ""the'"", 'largest', 'demonstration', 'of', 'its', 'kind', ""i'"", 'have', 'see', 'here', 'demonstrator', 'marching', 'outside', 'city', 'hall', 'floyd', 'be', 'from', 'houston', 'abc13', 'at', 'houston', 'city', 'hall']"
Black Lives Matter⁣ #BlackoutTuesday⁣,"['black', 'lives', 'matter\u2063', 'blackouttuesday']","['black', 'life', 'matter\\u2063', 'blackouttuesday']"
Last night in Minneapolis -heartbreaking #GeorgeFloyd #BlackLivesMatters #ICantBreath #HadEnough,"['last', 'night', 'in', 'minneapolis', 'heartbreaking', 'georgefloyd', 'blacklives', 'matters', 'icantbreath', 'hadenough']","['last', 'night', 'in', 'minneapolis', 'heartbreaking', 'georgefloyd', 'blacklive', 'matter', 'icantbreath', 'hadenough']"
From Uptown down Central Park West (through sesame street ) to Washington Square Park — New Yorkers as far as the eye can see proclaiming #BlackLivesMatters. No more #PoliceBrutality! The people united will never be defeated. #TheTakeBack – at Washington Square Park,"['from', 'uptown', 'down', 'central', 'park', 'west', 'through', 'sesame', 'street', 'to', 'washington', 'square', 'park', 'new', 'yorkers', 'as', 'far', 'as', 'the', 'eye', 'can', 'see', 'proclaiming', 'blacklives', 'matters', 'no', 'more', 'policebrutality', 'the', 'people', 'united', 'will', 'never', 'be', 'defeated', 'thetakeback', 'at', 'washington', 'square', 'park']","['from', 'uptown', 'down', 'central', 'park', 'west', 'through', 'sesame', 'street', ""to'"", 'washington', 'square', 'park', 'new', 'yorker', 'as', 'far', 'as', ""the'"", 'eye', 'can', 'see', 'proclaim', 'blacklive', 'matter', ""no'"", 'more', 'policebrutality', ""the'"", 'people', 'united', 'will', 'never', ""be'"", 'defeat', 'thetakeback', 'at', 'washington', 'square', 'park']"
"Every major US city has a Democrat Mayor, including Minneapolis Mayors appoint Police Chiefs Police Chiefs are responsible for hiring & developing personnel Most tragedies like the George Floyd murder take place in Democrat run cities by cops trained by Democrat police chiefs","['every', 'major', 'us', 'city', 'has', 'a', 'democrat', 'mayor', 'including', 'minneapolis', 'mayors', 'appoint', 'police', 'chiefs', 'police', 'chiefs', 'are', 'responsible', 'for', 'hiring', '&', 'developing', 'personnel', 'most', 'tragedies', 'like', 'the', 'george', 'floyd', 'murder', 'take', 'place', 'in', 'democrat', 'run', 'cities', 'by', 'cops', 'trained', 'by', 'democrat', 'police', 'chiefs']","['every', 'major', 'we', 'city', 'have', ""a'"", 'democrat', 'mayor', 'include', 'minneapolis', 'mayor', 'appoint', 'police', 'chief', 'police', 'chief', 'be', 'responsible', 'for', 'hire', '&', 'develop', 'personnel', 'most', 'tragedy', 'like', ""the'"", 'george', 'floyd', 'murder', 'take', 'place', 'in', 'democrat', 'run', 'city', 'by', 'cop', 'train', 'by', 'democrat', 'police', 'chief']"
Don’t you dare retweet this because Donald Trump will hate seeing Fifth Avenue like this #BlackLivesMatter ,"['do', 'not', 'you', 'dare', 'retweet', 'this', 'because', 'donald', 'trump', 'will', 'hate', 'seeing', 'fifth', 'avenue', 'like', 'this', 'blacklives', 'matter']","[""do'"", 'not', 'you', 'dare', 'retweet', 'this', 'because', 'donald', 'trump', 'will', 'hate', 'see', 'fifth', 'avenue', 'like', 'this', 'blacklive', 'matter']"
"The fact that #GeorgeFloyd had and recovered from #COVIDー19 when more than 1 in 2000 Black Americans have died from the virus, then was killed two months later by the police shows the expansive reach of structural racism and white supremacy.","['the', 'fact', 'that', 'georgefloyd', 'had', 'and', 'recovered', 'from', 'covid', 'ー', '19', 'when', 'more', 'than', '1', 'in', '2000', 'black', 'americans', 'have', 'died', 'from', 'the', 'virus', 'then', 'was', 'killed', 'two', 'months', 'later', 'by', 'the', 'police', 'shows', 'the', 'expansive', 'reach', 'of', 'structural', 'racism', 'and', 'white', 'supremacy']","[""the'"", 'fact', 'that', 'georgefloyd', 'have', 'and', 'recover', 'from', 'covid', 'ー', '19', 'when', 'more', 'than', '1', ""'"", 'in', '2000', 'black', 'americans', 'have', 'die', 'from', ""the'"", 'virus', 'then', 'be', 'kill', ""two'"", 'month', 'later', 'by', ""the'"", 'police', 'show', ""the'"", 'expansive', 'reach', 'of', 'structural', 'racism', 'and', 'white', 'supremacy']"
New video sent to us shows the moment George Floyd was removed from his vehicle and handcuffed on 38th and Chicago. Video courtesy of Christopher Belfrey ,"['new', 'video', 'sent', 'to', 'us', 'shows', 'the', 'moment', 'george', 'floyd', 'was', 'removed', 'from', 'his', 'vehicle', 'and', 'handcuffed', 'on', '38th', 'and', 'chicago', 'video', 'courtesy', 'of', 'christopher', 'belfrey']","['new', 'video', 'send', ""to'"", 'we', 'show', ""the'"", 'moment', 'george', 'floyd', 'be', 'remove', 'from', 'he', 'vehicle', 'and', 'handcuff', 'on', '38th', 'and', 'chicago', 'video', 'courtesy', 'of', 'christopher', 'belfrey']"
"Crowd of hundreds here in Mountain Brook sitting on the ground in the hot Alabama sun, silently covering their masked mouths with their hands in remembrance of George Floyd – at Crestline Elementary School","['crowd', 'of', 'hundreds', 'here', 'in', 'mountain', 'brook', 'sitting', 'on', 'the', 'ground', 'in', 'the', 'hot', 'alabama', 'sun', 'silently', 'covering', 'their', 'masked', 'mouths', 'with', 'their', 'hands', 'in', 'remembrance', 'of', 'george', 'floyd', 'at', 'crestline', 'elementary', 'school']","['crowd', 'of', 'hundred', 'here', 'in', 'mountain', 'brook', 'sit', 'of', 'and', ""the'"", 'ground', 'in', ""the'"", 'hot', 'alabama', 'sun', 'silently', 'cover', 'they', 'mask', 'mouth', 'with', 'they', 'hand', 'in', 'remembrance', 'of', 'george', 'floyd', 'at', 'crestline', 'elementary', 'school']"
I see where black lives matter are telling white people to get on their knees &amp; apologize for their white privilege! I don't see no white privilege with these kids below do you? I never had it! No one ever gave me nothing I work my ass off for what I have! It's called get a job ,"['i', 'see', 'where', 'black', 'lives', 'matter', 'are', 'telling', 'white', 'people', 'to', 'get', 'on', 'their', 'knees', 'apologize', 'for', 'their', 'white', 'privilege', 'i', 'do', 'not', 'see', 'no', 'white', 'privilege', 'with', 'these', 'kids', 'below', 'do', 'you', 'i', 'never', 'had', 'it', 'no', 'one', 'ever', 'gave', 'me', 'nothing', 'i', 'work', 'my', 'ass', 'off', 'for', 'what', 'i', 'have', 'it', 'is', 'called', 'get', 'a', 'job']","['i', 'see', 'where', 'black', 'life', 'matter', 'be', 'tell', 'white', 'people', ""to'"", 'get', 'on', 'they', 'knee', 'apologize', 'for', 'they', 'white', 'privilege', ""i'"", ""do'"", 'not', 'see', ""no'"", 'white', 'privilege', 'with', 'these', 'kid', 'below', ""do'"", 'you', ""i'"", 'never', 'have', 'it', ""no'"", 'one', 'ever', 'give', ""mee'"", 'nothing', ""i'"", 'work', 'my', 'ass', 'off', 'for', 'what', ""i'"", 'have', 'it', 'be', 'call', 'get', 'a', 'job']"
The hero who is recorded the brutal murder of George Flyod #chicagoprotest Atlanta #atlantaprotest #BlackLivesMatters #BlackLiveMatter #JusticeForGeorge #protests #dcprotest,"['the', 'hero', 'who', 'is', 'recorded', 'the', 'brutal', 'murder', 'of', 'george', 'flyod', '#chicagoprotest', 'atlanta', '#atlantaprotest', 'blacklives', 'matters', 'blacklivematter', '#justiceforgeorge', '#protests', '#dcprotest']","[""the'"", 'hero', ""who'"", 'be', 'record', ""the'"", 'brutal', 'murder', 'of', 'george', 'flyod', 'chicagoprotest', 'atlanta', '#atlantaprotest', 'blacklive', 'matter', 'blacklivematter', ""'#justiceforgeorge"", '#protest', '#dcprotest']"
"Philly police attempt to disperse crowd after hundreds mased/gassed on Parkway. This was @5:30 as curfew nears. Dude w/ white shirt provokes scuffle, shoves baton into civilian’s throat. #phillyprotest #blacklivesmatter #GeorgeFloydprotests #protests2020 – at Park Towne Place Premier Apartment Homes","['philly', 'police', 'attempt', 'to', 'disperse', 'crowd', 'after', 'hundreds', 'mased', 'gassed', 'on', 'parkway', 'this', 'was', '@', '5:30', 'as', 'curfew', 'nears', 'dude', 'w/', 'white', 'shirt', 'provokes', 'scuffle', 'shoves', 'baton', 'into', 'civilian', 'is', 'throat', '#phillyprotest', '#blacklivesmatter', 'georgefloydprotests', 'protests', '2020', 'at', 'park', 'towne', 'place', 'premier', 'apartment', 'homes']","['philly', 'police', 'attempt', ""to'"", 'disperse', 'crowd', 'after', 'hundred', 'mase', 'gass', 'on', 'parkway', 'this', 'be', '@', '5:30', 'as', 'curfew', 'near', 'dude', 'with', 'white', 'shirt', 'provoke', 'scuffle', 'shove', 'baton', 'into', 'civilian', 'be', 'throat', 'phillyprotest', ""#blacklivesmatter'"", 'georgefloydprotest', 'protest', '2020', 'at', 'park', 'towne', 'place', 'premier', 'apartment', 'home']"
George Soros' plans for US destabilization and funding Black Lives Matter. ,"['george', 'soros', ""'"", 'plans', 'for', 'us', 'destabilization', 'and', 'funding', 'black', 'lives', 'matter']","['george', 'soros', 'plan', 'for', ""us'"", 'destabilization', 'and', 'funding', 'black', 'life', 'matter']"
He stirred up protests. He failed to stop coronavirus. He turned off the lights and ran away to the bunker after none of that worked out for his polling. He doesn't care that a hundred thousand Americans just died from COVID or #GeorgeFloyd got murdered by cops. #BunkerTrump,"['he', 'stirred', 'up', 'protests', 'he', 'failed', 'to', 'stop', 'coronavirus', 'he', 'turned', 'off', 'the', 'lights', 'and', 'ran', 'away', 'to', 'the', 'bunker', 'after', 'none', 'of', 'that', 'worked', 'out', 'for', 'his', 'polling', 'he', 'does', 'not', 'care', 'that', 'a', 'hundred', 'thousand', 'americans', 'just', 'died', 'from', 'covid', 'or', 'george', 'floyd', 'got', 'murdered', 'by', 'cops', 'bunkertrump']","['he', 'stir', 'up', 'protest', ""he'"", 'fail', ""to'"", 'stop', 'coronavirus', ""he'"", 'turn', 'off', ""the'"", 'light', 'and', 'run', 'away', ""to'"", ""the'"", 'bunker', 'after', 'none', 'of', 'that', 'work', 'out', 'for', 'he', 'polling', ""he'"", 'do', 'not', 'care', 'that', ""a'"", 'hundred', 'thousand', 'americans', 'just', 'die', 'from', 'covid', 'or', 'george', 'floyd', 'get', 'murder', 'by', 'cop', 'bunkertrump']"
JUST IN: @MinneapolisPD identify 4 officers fired in #GeorgeFloyd arrest: Officer Derek Chauvin Officer Thomas Lane Officer Tou Thao Officer J Alexander Kueng – at Minneapolis City Hall,"['just', 'in', '@', 'minneapolis', 'pd', 'identify', '4', 'officers', 'fired', 'in', 'george', 'floyd', 'arrest', 'officer', 'derek', 'chauvin', 'officer', 'thomas', 'lane', 'officer', 'tou', 'thao', 'officer', 'j', 'alexander', 'kueng', 'at', 'minneapolis', 'city', 'hall']","['just', 'in', ""@'"", 'minneapolis', ""pd'"", 'identify', '4', 'officer', 'fire', 'in', 'george', 'floyd', 'arrest', 'officer', 'derek', 'chauvin', 'officer', 'thomas', 'lane', 'officer', 'tou', 'thao', 'officer', ""j'"", 'alexander', 'kueng', 'at', 'minneapolis', 'city', 'hall']"
"An image for the history books: Peaceful protestors sing “Lean On Me” as federal and military police look on, standing guard in front of military vehicles parked in front of the White House. #GeorgeFloyd ","['an', 'image', 'for', 'the', 'history', 'books', 'peaceful', 'protestors', 'sing', 'lean', 'on', 'me', 'as', 'federal', 'and', 'military', 'police', 'look', 'on', 'standing', 'guard', 'in', 'front', 'of', 'military', 'vehicles', 'parked', 'in', 'front', 'of', 'the', 'white', 'house', 'georgefloyd']","['a', ""n'"", 'image', 'for', ""the'"", 'history', 'book', 'peaceful', 'protestor', 'sing', 'lean', 'on', 'i', 'as', 'federal', 'and', 'military', 'police', 'look', 'on', 'standing', 'guard', 'in', 'front', 'of', 'military', 'vehicle', 'park', 'in', 'front', 'of', ""the'"", 'white', 'house', 'georgefloyd']"
I’m dedicating this Black Trans Joy this morning to Zaya Wade and all the beautiful young trans babies! Anything is possible! You are worthy of celebration and love! @itsgabrielleu @DwyaneWade @CalvinKlein #BlackTransLivesMatter #zayawade #BlackLivesMatter #TransIsBeautiful,"['i', 'am', 'dedicating', 'this', 'black', 'trans', 'joy', 'this', 'morning', 'to', 'zaya', 'wade', 'and', 'all', 'the', 'beautiful', 'young', 'trans', 'babies', 'anything', 'is', 'possible', 'you', 'are', 'worthy', 'of', 'celebration', 'and', 'love', '@itsgabrielleu', '@', 'dwyanewade', '@', 'calvinklein', 'blacktranslives', 'matter', '#zayawade', 'blacklivesmatter', '#transisbeautiful']","[""'i"", 'be', 'dedicate', 'this', 'black', 'trans', 'joy', 'this', 'morning', ""to'"", 'zaya', 'wade', 'and', 'all', ""the'"", 'beautiful', 'young', 'trans', 'baby', 'anything', 'be', 'possible', 'you', 'be', 'worthy', 'of', 'celebration', 'and', 'love', '@itsgabrielleu', ""@'"", 'dwyanewade', ""@'"", 'calvinklein', 'blacktranslive', 'matter', '#zayawade', 'blacklivesmatter', '#transisbeautiful']"
"A very solemn moment as George Floyd’s casket is escorted out of the church at the North Carolina Memorial, to be taken to his final resting place in Houston TX beside his Mother, Larcenia Floyd. #blacklivesmatter #GeorgeFloyd #Georgefloydmemorialservice","['a', 'very', 'solemn', 'moment', 'as', 'george', 'floyd', 'is', 'casket', 'is', 'escorted', 'out', 'of', 'the', 'church', 'at', 'the', 'north', 'carolina', 'memorial', 'to', 'be', 'taken', 'to', 'his', 'final', 'resting', 'place', 'in', 'houston', 'tx', 'beside', 'his', 'mother', 'larcenia', 'floyd', '#blacklivesmatter', 'georgefloyd', '#georgefloydmemorialservice']","['very', 'solemn', 'moment', 'as', 'george', 'floyd', 'be', 'casket', 'be', 'escort', 'out', 'of', ""the'"", 'church', 'at', ""the'"", 'north', 'carolina', 'memorial', ""to'"", ""be'"", 'take', ""to'"", 'he', 'final', 'rest', 'place', 'in', 'houston', 'tx', 'beside', 'he', 'mother', 'larcenia', 'floyd', 'blacklivesmatter', 'georgefloyd', ""'#georgefloydmemorialservice""]"
Manhattan Bridge right now #BlackLivesMatters #NewYorkCity #NewYork,"['manhattan', 'bridge', 'right', 'now', 'blacklives', 'matters', 'newyorkcity', 'newyork']","['manhattan', 'bridge', 'right', 'now', 'blacklive', 'matter', 'newyorkcity', 'newyork']"
The police were supposed to protect and serve George Floyd. They FAILED. Now I’m calling for first-degree murder charges in the police-involved killing of #GeorgeFloyd. #JusticeForGeorgeFloyd #BlackLivesMattter,"['the', 'police', 'were', 'supposed', 'to', 'protect', 'and', 'serve', 'george', 'floyd', 'they', 'failed', 'now', 'i', 'am', 'calling', 'for', 'first', 'degree', 'murder', 'charges', 'in', 'the', 'police', 'involved', 'killing', 'of', 'georgefloyd', 'justice', 'forgeorge', 'floyd', 'blacklivesmattter']","[""the'"", 'police', 'be', 'suppose', ""to'"", 'protect', 'and', 'serve', 'george', 'floyd', 'they', 'fail', 'now', ""i'"", 'am', 'call', 'for', 'first', 'degree', 'murder', 'charge', 'in', ""the'"", 'police', 'involved', 'killing', 'of', 'georgefloyd', 'justice', 'forgeorge', 'floyd', 'blacklivesmattter']"
Here’s Hennepin County Attorney Mike Freeman claiming today there’s “other evidence” beyond the video of #GeorgeFloyd being killed by a Minneapolis cop that doesn’t support criminal charges against that cop (he doesn’t mention what this evidence is) ,"['here', 'is', 'hennepin', 'county', 'attorney', 'mike', 'freeman', 'claiming', 'today', 'there', ""'s"", 'other', 'evidence', 'beyond', 'the', 'video', 'of', 'georgefloyd', 'being', 'killed', 'by', 'a', 'minneapolis', 'cop', 'that', 'does', ""n't"", 'support', 'criminal', 'charges', 'against', 'that', 'cop', 'he', 'does', ""n't"", 'mention', 'what', 'this', 'evidence', 'is']","['here', 'be', 'hennepin', 'county', 'attorney', 'mike', 'freeman', 'claim', 'today', 'there', 'be', ""'other"", 'evidence', 'beyond', ""the'"", 'video', 'of', 'georgefloyd', 'be', 'kill', 'by', ""a'"", 'minneapolis', 'cop', 'that', 'do', 'not', 'support', 'criminal', 'charge', 'against', 'that', 'cop', ""he'"", 'do', 'not', 'mention', 'what', 'this', 'evidence', 'be']"
For too long black people have suffered. I’m all the way in St Lucia and I’m frustrated If you see me as a teammate then you see #GeorgeFloyd Can you be part of the change by showing your support. #BlackLivesMatter,"['for', 'too', 'long', 'black', 'people', 'have', 'suffered', 'i', 'am', 'all', 'the', 'way', 'in', 'st', 'lucia', 'and', 'i', 'am', 'frustrated', 'if', 'you', 'see', 'me', 'as', 'a', 'teammate', 'then', 'you', 'see', 'george', 'floyd', 'can', 'you', 'be', 'part', 'of', 'the', 'change', 'by', 'showing', 'your', 'support', 'blacklivesmatter']","['for', 'too', 'long', 'black', 'people', 'have', 'suffer', 'i', 'be', 'all', ""the'"", 'way', 'in', 'st', 'lucia', 'and', 'i', 'be', 'frustrated', 'if', 'you', 'see', 'i', 'as', ""a'"", 'teammate', 'then', 'you', 'see', 'george', 'floyd', 'can', 'you', ""be'"", 'part', 'of', ""the'"", 'change', 'by', 'show', 'you', 'support', 'blacklivesmatter']"
the least you could do is look me in the eyes before you pull the trigger #BlackLivesMatter #Atlanta,"['the', 'least', 'you', 'could', 'do', 'is', 'look', 'me', 'in', 'the', 'eyes', 'before', 'you', 'pull', 'the', 'trigger', 'blacklives', 'matter', '#atlanta']","[""the'"", 'least', 'you', 'could', ""do'"", 'be', 'look', ""me'"", 'in', ""the'"", 'eye', 'before', 'you', 'pull', ""the'"", 'trigger', 'blacklive', 'matter', '#atlanta']"
"A man douses his eyes with water after an Austin police officer, right, sprayed him with pepper spray. Hundreds of protestors have taken control of I-35 in downtown Austin to protest the killing of George Floyd by Minneapolis police. #GeorgeFloyd ","['a', 'man', 'douses', 'his', 'eyes', 'with', 'water', 'after', 'an', 'austin', 'police', 'officer', 'right', 'sprayed', 'him', 'with', 'pepper', 'spray', 'hundreds', 'of', 'protestors', 'have', 'taken', 'control', 'of', 'i', '35', 'in', 'downtown', 'austin', 'to', 'protest', 'the', 'killing', 'of', 'george', 'floyd', 'by', 'minneapolis', 'police', 'georgefloyd']","['man', 'douse', 'he', 'eye', 'with', 'water', 'after', 'a', 'austin', 'police', 'officer', 'right', 'spray', 'he', 'with', 'pepper', 'spray', 'hundred', 'of', 'protestor', 'have', 'take', 'control', 'of', ""i'"", '35', 'in', 'downtown', 'austin', ""to'"", 'protest', ""the'"", 'killing', 'of', 'george', 'floyd', 'by', 'minneapolis', 'police', 'georgefloyd']"
White girls who posted a black square when they realize #BoycottStarbucks is part of supporting Black Lives Matter. ,"['white', 'girls', 'who', 'posted', 'a', 'black', 'square', 'when', 'they', 'realize', 'boycottstarbucks', 'is', 'part', 'of', 'supporting', 'black', 'lives', 'matter']","['white', 'girl', ""who'"", 'post', 'a', 'black', 'square', 'when', 'they', 'realize', 'boycottstarbuck', 'be', 'part', 'of', 'support', 'black', 'life', 'matter']"
